transaction_id,user_id,amount,status,timestamp
tx_1149,usr_5262,1898.62,COMPLETED,2026-07-16T08:06:01Z
tx_1150,usr_6529,3807.34,COMPLETED,2026-07-18T22:01:09Z
tx_1151,usr_7906,1265.10,COMPLETED,2026-07-14T11:19:22Z
tx_1152,usr_9837,265.17,REFUNDED,2026-07-15T17:09:16Z
tx_1153,usr_2124,3907.26,COMPLETED,2026-07-18T22:20:35Z
tx_1154,usr_1508,4748.31,COMPLETED,2026-07-14T11:28:04Z
tx_1155,usr_3496,1196.53,COMPLETED,2026-07-15T01:09:33Z
tx_1156,usr_4571,2327.84,COMPLETED,2026-07-16T14:13:27Z
tx_1157,usr_3749,3031.43,REFUNDED,2026-07-18T17:07:06Z
tx_1158,usr_2876,3890.07,COMPLETED,2026-07-16T05:47:53Z
tx_1159,usr_2771,2895.53,PENDING,2026-07-17T20:21:23Z
tx_1160,usr_7149,1986.29,FAILED,2026-07-14T19:34:04Z
tx_1161,usr_4978,514.00,FAILED,2026-07-19T12:19:58Z
tx_1162,usr_2983,3982.15,COMPLETED,2026-07-14T14:28:52Z
tx_1163,usr_6688,2666.06,COMPLETED,2026-07-14T18:32:33Z
tx_1164,usr_9289,3239.48,COMPLETED,2026-07-16T21:40:31Z
tx_1165,usr_9031,532.17,REFUNDED,2026-07-18T05:03:49Z
tx_1166,usr_8532,3538.01,COMPLETED,2026-07-18T19:22:00Z
tx_1167,usr_9548,4827.54,COMPLETED,2026-07-19T06:12:09Z
tx_1168,usr_9817,3874.33,COMPLETED,2026-07-19T08:45:22Z
tx_1169,usr_5397,1614.91,COMPLETED,2026-07-20T00:36:51Z
tx_1170,usr_2419,1398.25,COMPLETED,2026-07-18T21:47:45Z
tx_1171,usr_8613,2851.40,COMPLETED,2026-07-16T09:29:28Z
tx_1172,usr_1470,2474.06,COMPLETED,2026-07-17T07:30:16Z
tx_1173,usr_4475,1777.35,COMPLETED,2026-07-16T01:13:41Z
tx_1174,usr_5526,2781.18,COMPLETED,2026-07-15T12:19:28Z
tx_1175,usr_2402,1210.57,COMPLETED,2026-07-17T17:21:12Z
tx_1176,usr_4937,3454.59,COMPLETED,2026-07-17T07:58:51Z
tx_1177,usr_8342,3965.70,COMPLETED,2026-07-15T16:46:20Z
tx_1178,usr_7625,3460.48,COMPLETED,2026-07-17T21:11:42Z
tx_1179,usr_7046,2368.94,COMPLETED,2026-07-16T22:28:06Z
tx_1180,usr_6419,1762.29,COMPLETED,2026-07-16T05:09:18Z
tx_1181,usr_5118,1156.54,FAILED,2026-07-16T06:27:18Z
tx_1182,usr_2958,3715.69,REFUNDED,2026-07-18T13:00:44Z
tx_1183,usr_4033,961.75,FAILED,2026-07-16T00:46:05Z
tx_1184,usr_9595,2985.97,REFUNDED,2026-07-19T09:45:37Z
tx_1185,usr_4180,1484.75,COMPLETED,2026-07-16T04:31:15Z
tx_1186,usr_1231,3541.55,COMPLETED,2026-07-14T15:07:43Z
tx_1187,usr_1893,2769.03,COMPLETED,2026-07-15T02:53:26Z
tx_1188,usr_9042,517.43,COMPLETED,2026-07-16T01:54:35Z
tx_1189,usr_8690,2396.18,COMPLETED,2026-07-14T15:58:56Z
tx_1190,usr_5136,4705.61,COMPLETED,2026-07-19T08:13:45Z
tx_1191,usr_2070,2006.53,COMPLETED,2026-07-18T04:10:10Z
tx_1192,usr_1878,762.88,PENDING,2026-07-20T02:43:35Z
tx_1193,usr_5978,430.48,COMPLETED,2026-07-17T17:46:30Z
tx_1194,usr_7818,3033.56,FAILED,2026-07-15T17:22:05Z
tx_1195,usr_9561,1904.99,PENDING,2026-07-16T03:48:18Z
tx_1196,usr_8025,1530.37,COMPLETED,2026-07-18T01:17:02Z
tx_1197,usr_2625,4738.21,COMPLETED,2026-07-15T15:13:57Z
tx_1198,usr_5335,3303.84,COMPLETED,2026-07-15T09:48:48Z
tx_1199,usr_2229,786.88,COMPLETED,2026-07-18T12:53:49Z
tx_1200,usr_8699,1459.84,COMPLETED,2026-07-18T15:27:28Z
tx_1201,usr_5632,3516.42,COMPLETED,2026-07-18T12:36:27Z
tx_1202,usr_4824,4619.94,FAILED,2026-07-18T03:31:50Z
tx_1203,usr_4241,2128.57,COMPLETED,2026-07-18T06:49:07Z
tx_1204,usr_3441,4542.52,PENDING,2026-07-14T18:53:59Z
tx_1205,usr_1977,833.78,COMPLETED,2026-07-18T21:34:29Z
tx_1206,usr_5728,2198.57,COMPLETED,2026-07-16T04:47:11Z
tx_1207,usr_7594,4713.67,COMPLETED,2026-07-17T08:24:50Z
tx_1208,usr_8172,406.81,COMPLETED,2026-07-16T23:25:07Z
tx_1209,usr_6280,3020.55,COMPLETED,2026-07-15T17:50:22Z
tx_1210,usr_1339,4997.86,COMPLETED,2026-07-15T23:45:01Z
tx_1211,usr_1659,3816.73,COMPLETED,2026-07-17T12:04:46Z
tx_1212,usr_8245,4580.78,COMPLETED,2026-07-17T21:44:41Z
tx_1213,usr_8141,3175.75,COMPLETED,2026-07-14T21:47:17Z
tx_1214,usr_8700,1743.07,COMPLETED,2026-07-18T10:05:42Z
tx_1215,usr_2713,4289.38,COMPLETED,2026-07-18T13:31:24Z
tx_1216,usr_9117,1444.65,PENDING,2026-07-19T06:59:02Z
tx_1217,usr_1601,2276.86,COMPLETED,2026-07-16T07:34:48Z
tx_1218,usr_2899,4851.07,COMPLETED,2026-07-17T11:26:36Z
tx_1219,usr_1018,3290.01,COMPLETED,2026-07-16T20:41:00Z
tx_1220,usr_1888,941.97,COMPLETED,2026-07-18T22:39:54Z
tx_1221,usr_9167,3128.92,FAILED,2026-07-15T14:08:43Z
tx_1222,usr_5375,2748.35,PENDING,2026-07-17T00:18:19Z
tx_1223,usr_8941,611.52,REFUNDED,2026-07-18T01:10:24Z
tx_1224,usr_4920,3550.37,COMPLETED,2026-07-14T10:29:29Z
tx_1225,usr_7684,470.58,REFUNDED,2026-07-19T21:27:18Z
tx_1226,usr_2858,2309.93,COMPLETED,2026-07-19T09:41:22Z
tx_1227,usr_3522,2494.39,FAILED,2026-07-17T10:36:35Z
tx_1228,usr_5479,2080.37,COMPLETED,2026-07-17T05:16:19Z
tx_1229,usr_4993,2286.65,COMPLETED,2026-07-15T12:15:34Z
tx_1230,usr_9327,3732.73,COMPLETED,2026-07-14T18:40:00Z
tx_1231,usr_5526,3864.51,PENDING,2026-07-16T09:59:52Z
tx_1232,usr_9318,1339.53,COMPLETED,2026-07-18T18:14:19Z
tx_1233,usr_5891,4188.19,COMPLETED,2026-07-18T08:36:39Z
tx_1234,usr_9022,4326.98,COMPLETED,2026-07-17T07:02:14Z
tx_1235,usr_6654,1665.54,FAILED,2026-07-16T15:26:06Z
tx_1236,usr_8460,4664.60,PENDING,2026-07-18T14:04:50Z
tx_1237,usr_4912,2861.13,COMPLETED,2026-07-19T01:26:48Z
tx_1238,usr_7730,223.02,FAILED,2026-07-18T15:12:22Z
tx_1239,usr_7246,1933.46,COMPLETED,2026-07-19T08:01:48Z
tx_1240,usr_3492,2479.17,COMPLETED,2026-07-17T09:39:05Z
tx_1241,usr_6439,4349.15,PENDING,2026-07-17T00:37:27Z
tx_1242,usr_2633,2632.13,COMPLETED,2026-07-18T17:42:48Z
tx_1243,usr_3361,2052.84,COMPLETED,2026-07-15T06:58:49Z
tx_1244,usr_2225,2350.11,REFUNDED,2026-07-16T09:48:23Z
tx_1245,usr_7512,3250.93,PENDING,2026-07-19T12:37:52Z
tx_1246,usr_9742,1903.15,COMPLETED,2026-07-18T17:10:14Z
tx_1247,usr_8994,4362.55,COMPLETED,2026-07-14T18:27:52Z
tx_1248,usr_4846,3157.65,PENDING,2026-07-15T17:37:48Z
tx_1249,usr_2480,2172.69,COMPLETED,2026-07-18T04:47:46Z
tx_1250,usr_2646,2221.17,COMPLETED,2026-07-19T20:04:14Z
tx_1251,usr_1474,234.72,FAILED,2026-07-16T03:13:29Z
tx_1252,usr_6873,1877.33,COMPLETED,2026-07-17T13:51:24Z
tx_1253,usr_7751,2831.81,FAILED,2026-07-15T09:15:20Z
tx_1254,usr_3868,399.45,PENDING,2026-07-18T02:45:06Z
tx_1255,usr_4945,2490.85,COMPLETED,2026-07-15T18:18:53Z
tx_1256,usr_8555,3191.33,COMPLETED,2026-07-18T09:36:56Z
tx_1257,usr_1153,4495.05,COMPLETED,2026-07-16T02:23:21Z
tx_1258,usr_9955,794.09,COMPLETED,2026-07-16T10:49:35Z
tx_1259,usr_5901,3196.50,COMPLETED,2026-07-15T20:55:23Z
tx_1260,usr_8484,4227.29,COMPLETED,2026-07-16T16:31:30Z
tx_1261,usr_8916,537.73,COMPLETED,2026-07-16T12:46:37Z
tx_1262,usr_5847,4963.50,COMPLETED,2026-07-19T09:22:58Z
tx_1263,usr_7484,1376.03,COMPLETED,2026-07-18T12:22:36Z
tx_1264,usr_1803,4553.53,FAILED,2026-07-19T09:47:27Z
tx_1265,usr_5689,3879.83,COMPLETED,2026-07-19T05:17:23Z
tx_1266,usr_6772,1098.93,COMPLETED,2026-07-15T21:00:00Z
tx_1267,usr_3240,3143.10,PENDING,2026-07-18T06:37:48Z
tx_1268,usr_1645,1548.12,COMPLETED,2026-07-17T20:54:23Z
tx_1269,usr_6977,3663.14,COMPLETED,2026-07-16T03:28:42Z
tx_1270,usr_6352,3738.67,COMPLETED,2026-07-15T03:44:49Z
tx_1271,usr_9837,4382.92,COMPLETED,2026-07-17T09:34:44Z
tx_1272,usr_5465,4153.21,COMPLETED,2026-07-19T08:36:14Z
tx_1273,usr_8894,4837.08,COMPLETED,2026-07-19T15:15:38Z
tx_1274,usr_6549,4022.14,COMPLETED,2026-07-14T19:27:58Z
tx_1275,usr_3306,3771.99,COMPLETED,2026-07-18T10:59:48Z
tx_1276,usr_7511,4836.51,PENDING,2026-07-16T13:46:11Z
tx_1277,usr_2479,3954.46,COMPLETED,2026-07-17T14:38:38Z
tx_1278,usr_3024,2276.66,COMPLETED,2026-07-18T10:25:00Z
tx_1279,usr_5295,2924.88,PENDING,2026-07-20T01:26:23Z
tx_1280,usr_7086,546.19,COMPLETED,2026-07-14T12:08:40Z
tx_1281,usr_6374,4576.70,COMPLETED,2026-07-14T17:42:23Z
tx_1282,usr_8606,4547.39,COMPLETED,2026-07-16T19:57:44Z
tx_1283,usr_2911,703.19,PENDING,2026-07-16T04:49:34Z
tx_1284,usr_9071,585.02,COMPLETED,2026-07-17T14:47:09Z
tx_1285,usr_3222,1946.29,COMPLETED,2026-07-20T02:45:48Z
tx_1286,usr_9850,2098.54,FAILED,2026-07-15T07:00:14Z
tx_1287,usr_7797,3276.33,PENDING,2026-07-18T02:09:39Z
tx_1288,usr_7686,4695.57,COMPLETED,2026-07-18T13:01:45Z
tx_1289,usr_7070,1090.26,COMPLETED,2026-07-15T18:53:11Z
tx_1290,usr_6942,501.28,COMPLETED,2026-07-17T15:47:36Z
tx_1291,usr_6876,307.45,COMPLETED,2026-07-15T02:17:26Z
tx_1292,usr_8450,462.91,COMPLETED,2026-07-18T05:37:58Z
tx_1293,usr_1349,257.64,COMPLETED,2026-07-15T02:50:20Z
tx_1294,usr_4362,347.71,FAILED,2026-07-15T14:40:10Z
tx_1295,usr_4538,4066.20,COMPLETED,2026-07-19T01:16:32Z
tx_1296,usr_3417,3944.28,COMPLETED,2026-07-16T00:52:51Z
tx_1297,usr_3370,4937.70,COMPLETED,2026-07-19T04:47:31Z
tx_1298,usr_3858,554.08,PENDING,2026-07-15T03:41:42Z
tx_1299,usr_1243,1794.42,FAILED,2026-07-17T22:15:28Z
tx_1300,usr_6304,83.83,COMPLETED,2026-07-15T02:57:37Z
tx_1301,usr_7897,2632.80,FAILED,2026-07-17T05:51:30Z
tx_1302,usr_8344,3891.20,COMPLETED,2026-07-15T00:22:55Z
tx_1303,usr_8405,2521.67,PENDING,2026-07-14T14:48:55Z
tx_1304,usr_9543,1511.64,COMPLETED,2026-07-14T13:02:11Z
tx_1305,usr_1996,4992.94,PENDING,2026-07-16T22:34:50Z
tx_1306,usr_2768,2453.89,PENDING,2026-07-14T19:12:10Z
tx_1307,usr_2323,1613.95,COMPLETED,2026-07-15T02:52:40Z
tx_1308,usr_5505,3123.47,COMPLETED,2026-07-18T16:12:53Z
tx_1309,usr_6327,1907.62,COMPLETED,2026-07-16T03:26:51Z
tx_1310,usr_8433,2530.23,COMPLETED,2026-07-19T04:00:10Z
tx_1311,usr_2874,4264.70,COMPLETED,2026-07-19T00:29:17Z
tx_1312,usr_4522,2153.20,PENDING,2026-07-16T20:45:57Z
tx_1313,usr_6553,4137.96,COMPLETED,2026-07-18T18:45:27Z
tx_1314,usr_2557,1566.18,COMPLETED,2026-07-15T21:37:15Z
tx_1315,usr_7132,4768.19,COMPLETED,2026-07-17T05:34:12Z
tx_1316,usr_2099,460.67,COMPLETED,2026-07-16T23:23:47Z
tx_1317,usr_2582,3724.22,COMPLETED,2026-07-15T03:26:57Z
tx_1318,usr_1982,2934.39,COMPLETED,2026-07-16T08:30:29Z
tx_1319,usr_3002,2056.99,PENDING,2026-07-20T01:33:43Z
tx_1320,usr_7929,4341.12,FAILED,2026-07-16T02:23:20Z
tx_1321,usr_6119,1761.47,COMPLETED,2026-07-15T15:28:56Z
tx_1322,usr_3535,3285.40,COMPLETED,2026-07-15T00:15:37Z
tx_1323,usr_6736,4227.64,COMPLETED,2026-07-18T23:33:44Z
tx_1324,usr_5564,2872.63,PENDING,2026-07-19T11:35:04Z
tx_1325,usr_1430,3046.93,COMPLETED,2026-07-18T13:29:38Z
tx_1326,usr_5381,149.62,COMPLETED,2026-07-18T23:32:02Z
tx_1327,usr_6062,4608.08,COMPLETED,2026-07-15T10:55:08Z
tx_1328,usr_3347,2833.77,COMPLETED,2026-07-15T05:09:43Z
tx_1329,usr_1502,463.33,COMPLETED,2026-07-16T15:17:14Z
tx_1330,usr_7878,2270.96,COMPLETED,2026-07-16T05:53:07Z
tx_1331,usr_6314,3885.29,COMPLETED,2026-07-14T20:52:21Z
tx_1332,usr_1861,782.12,FAILED,2026-07-14T15:44:49Z
tx_1333,usr_2336,1364.15,COMPLETED,2026-07-17T07:13:46Z
tx_1334,usr_8242,2073.85,COMPLETED,2026-07-17T11:06:57Z
tx_1335,usr_2864,1729.14,COMPLETED,2026-07-18T11:16:21Z
tx_1336,usr_8972,2637.04,COMPLETED,2026-07-15T16:36:55Z
tx_1337,usr_7475,4922.31,COMPLETED,2026-07-15T14:16:16Z
tx_1338,usr_5938,4726.89,FAILED,2026-07-18T23:47:20Z
tx_1339,usr_5186,1450.79,COMPLETED,2026-07-17T08:56:13Z
tx_1340,usr_8055,882.60,COMPLETED,2026-07-18T14:58:46Z
tx_1341,usr_4770,2503.81,PENDING,2026-07-19T05:54:41Z
tx_1342,usr_6802,365.02,PENDING,2026-07-14T14:39:38Z
tx_1343,usr_8147,98.61,PENDING,2026-07-19T14:03:13Z
tx_1344,usr_6129,2880.92,COMPLETED,2026-07-18T15:49:41Z
tx_1345,usr_7843,1451.13,COMPLETED,2026-07-16T07:47:52Z
tx_1346,usr_3815,4007.60,COMPLETED,2026-07-19T09:40:21Z
tx_1347,usr_6928,445.21,PENDING,2026-07-15T19:56:07Z
tx_1348,usr_8138,2946.41,COMPLETED,2026-07-16T18:08:15Z
tx_1349,usr_6083,3730.30,COMPLETED,2026-07-19T01:58:02Z
tx_1350,usr_3754,386.51,COMPLETED,2026-07-17T13:46:29Z
tx_1351,usr_9355,973.55,FAILED,2026-07-16T11:37:57Z
tx_1352,usr_3419,1185.16,COMPLETED,2026-07-15T13:13:47Z
tx_1353,usr_3842,3013.98,FAILED,2026-07-18T07:57:55Z
tx_1354,usr_2234,889.84,FAILED,2026-07-17T08:27:39Z
tx_1355,usr_8601,3773.46,FAILED,2026-07-17T01:52:35Z
tx_1356,usr_6295,4321.91,COMPLETED,2026-07-15T06:29:05Z
tx_1357,usr_8205,346.09,COMPLETED,2026-07-16T04:36:05Z
tx_1358,usr_5500,2959.14,COMPLETED,2026-07-14T19:18:17Z
tx_1359,usr_6085,2311.40,COMPLETED,2026-07-16T14:12:04Z
tx_1360,usr_5703,388.27,PENDING,2026-07-19T13:03:40Z
tx_1361,usr_2479,3076.97,COMPLETED,2026-07-17T03:53:14Z
tx_1362,usr_1672,2251.42,PENDING,2026-07-18T07:25:50Z
tx_1363,usr_4084,1611.03,COMPLETED,2026-07-15T06:28:14Z
tx_1364,usr_2013,2255.36,PENDING,2026-07-19T10:27:06Z
